engagementid,contentid,contenttype,likes,engagementdate,campaignid,productid,views,clicks
3573,CONT_03573,Newsletter,965,2024-06-14,CAMP_005,4,39954,3415
3574,CONT_03574,Newsletter,171,2023-12-19,CAMP_007,12,24358,3956
3575,CONT_03575,Blog,26,2024-05-13,CAMP_002,37,3701,88
3576,CONT_03576,Video,1784,2024-06-12,CAMP_006,38,43469,5432
3577,CONT_03577,Blog,919,2023-01-05,CAMP_009,27,13193,3741
3578,CONT_03578,Blog,1744,2023-07-30,CAMP_010,6,20330,3515
3579,CONT_03579,Blog,720,2023-08-11,CAMP_008,33,30639,4857
3580,CONT_03580,SocialMedia,574,2023-08-31,CAMP_002,47,43023,6989
3581,CONT_03581,Video,110,2024-12-02,CAMP_001,48,6583,348
3582,CONT_03582,Video,1295,2024-10-01,CAMP_003,26,46717,11546
3583,CONT_03583,Newsletter,284,2023-02-23,CAMP_002,15,15823,3226
3584,CONT_03584,Video,531,2024-05-26,CAMP_007,15,7166,1080
3585,CONT_03585,Blog,3237,2023-05-15,CAMP_009,8,39306,8250
3586,CONT_03586,Blog,210,2024-12-05,CAMP_009,35,13746,540
3587,CONT_03587,Video,206,2023-12-24,CAMP_009,12,39158,1180
3588,CONT_03588,Newsletter,1839,2024-06-21,CAMP_009,45,48583,4668
3589,CONT_03589,SocialMedia,1030,2024-09-14,CAMP_009,32,45427,10202
3590,CONT_03590,Blog,413,2024-05-18,CAMP_003,13,14482,1036
3591,CONT_03591,SocialMedia,470,2024-09-25,CAMP_003,46,10838,2684
3592,CONT_03592,Newsletter,218,2024-06-26,CAMP_008,4,6573,1640
3593,CONT_03593,Video,65,2023-12-10,CAMP_005,32,19217,2355
3594,CONT_03594,Video,125,2023-07-26,CAMP_007,40,12486,1258
3595,CONT_03595,Blog,102,2024-10-18,CAMP_005,38,2742,211
3596,CONT_03596,Blog,40,2023-04-11,CAMP_008,36,7391,101
3597,CONT_03597,Newsletter,3085,2023-12-31,CAMP_004,45,28071,8172
3598,CONT_03598,Newsletter,30,2023-11-08,CAMP_006,32,535,85
3599,CONT_03599,Video,487,2023-08-08,CAMP_008,14,24730,1936
3600,CONT_03600,SocialMedia,2838,2023-07-25,CAMP_008,10,45602,9478
3601,CONT_03601,Video,2973,2023-05-04,CAMP_003,11,37816,7853
3602,CONT_03602,Newsletter,158,2024-10-26,CAMP_004,27,21109,648
3603,CONT_03603,SocialMedia,47,2023-04-09,CAMP_003,23,3548,111
3604,CONT_03604,Video,219,2023-05-18,CAMP_010,32,20945,6148
3605,CONT_03605,Blog,976,2024-06-03,CAMP_010,31,38239,5860
3606,CONT_03606,Blog,153,2023-03-20,CAMP_004,32,43983,4309
3607,CONT_03607,Video,2057,2024-07-24,CAMP_003,28,26191,6876
3608,CONT_03608,SocialMedia,527,2023-09-27,CAMP_007,5,25419,5035
3609,CONT_03609,Blog,4923,2024-10-23,CAMP_004,8,37951,10370
3610,CONT_03610,Blog,1257,2023-10-19,CAMP_001,21,20168,4018
3611,CONT_03611,Blog,433,2023-12-08,CAMP_010,18,45664,5425
3612,CONT_03612,Blog,179,2024-03-05,CAMP_003,30,4477,546
3613,CONT_03613,Blog,33,2023-02-10,CAMP_001,50,5443,86
3614,CONT_03614,Blog,260,2024-03-27,CAMP_003,36,7374,1538
3615,CONT_03615,Blog,34,2024-07-25,CAMP_010,36,49396,4344
3616,CONT_03616,Video,2700,2023-08-06,CAMP_002,44,29428,6005
3617,CONT_03617,Blog,141,2024-03-07,CAMP_005,14,19535,2690
3618,CONT_03618,SocialMedia,1078,2024-06-16,CAMP_009,16,39127,8712
3619,CONT_03619,Newsletter,11,2024-08-30,CAMP_008,17,30767,75
3620,CONT_03620,Blog,3410,2024-07-18,CAMP_003,50,36685,9031
3621,CONT_03621,Newsletter,611,2024-11-21,CAMP_009,35,32582,1622
3622,CONT_03622,Newsletter,1594,2023-02-23,CAMP_008,22,42042,11283
3623,CONT_03623,Video,2673,2023-04-07,CAMP_007,21,36494,6715
3624,CONT_03624,Video,23,2023-02-07,CAMP_010,14,13380,3472
3625,CONT_03625,SocialMedia,832,2023-07-02,CAMP_001,27,27225,2444
3626,CONT_03626,Newsletter,1979,2024-03-02,CAMP_002,38,40876,8262
3627,CONT_03627,Video,247,2023-07-05,CAMP_009,45,47919,14147
3628,CONT_03628,SocialMedia,1056,2024-12-04,CAMP_001,12,13688,3006
3629,CONT_03629,Newsletter,1268,2024-07-26,CAMP_001,15,39578,10773
3630,CONT_03630,Blog,357,2024-03-17,CAMP_006,42,41672,2690
3631,CONT_03631,Blog,725,2024-08-18,CAMP_003,23,29444,7631
3632,CONT_03632,Newsletter,860,2024-06-27,CAMP_002,9,28301,3885
3633,CONT_03633,SocialMedia,314,2023-12-02,CAMP_003,28,45760,3657
3634,CONT_03634,Blog,562,2024-10-16,CAMP_002,12,42121,1502
3635,CONT_03635,SocialMedia,1085,2024-06-22,CAMP_009,43,31967,3530
3636,CONT_03636,Blog,155,2023-06-20,CAMP_002,9,5510,1339
3637,CONT_03637,Video,6217,2024-11-29,CAMP_007,23,49414,12744
3638,CONT_03638,SocialMedia,19,2023-02-02,CAMP_008,41,6734,173
3639,CONT_03639,Video,370,2023-02-22,CAMP_001,38,3586,762
3640,CONT_03640,Blog,3790,2023-04-30,CAMP_006,33,41698,11907
3641,CONT_03641,Blog,515,2023-03-27,CAMP_002,21,24845,5192
3642,CONT_03642,Blog,94,2023-06-15,CAMP_006,4,20343,928
3643,CONT_03643,Blog,943,2023-12-06,CAMP_001,34,11415,2113
3644,CONT_03644,SocialMedia,82,2023-02-26,CAMP_010,32,3222,249
3645,CONT_03645,SocialMedia,301,2024-09-11,CAMP_004,32,29258,1601
3646,CONT_03646,Blog,104,2023-04-24,CAMP_005,8,2565,332
3647,CONT_03647,Video,1000,2024-05-21,CAMP_006,49,35763,8269
3648,CONT_03648,Newsletter,2285,2023-08-21,CAMP_005,35,37594,5773
3649,CONT_03649,SocialMedia,173,2024-04-23,CAMP_006,15,39569,1121
3650,CONT_03650,Newsletter,1267,2024-09-24,CAMP_001,23,20237,3924
3651,CONT_03651,SocialMedia,1509,2024-11-07,CAMP_005,31,45247,3210
3652,CONT_03652,Video,505,2024-07-17,CAMP_004,23,38325,1197
3653,CONT_03653,Newsletter,1116,2023-02-05,CAMP_006,34,42881,6229
3654,CONT_03654,Video,79,2024-01-16,CAMP_006,29,5288,255
3655,CONT_03655,Newsletter,225,2024-04-07,CAMP_006,31,2033,503
3656,CONT_03656,Newsletter,955,2023-03-15,CAMP_001,46,28903,2209
3657,CONT_03657,Newsletter,54,2023-02-03,CAMP_004,2,2710,341
3658,CONT_03658,Newsletter,2868,2023-08-28,CAMP_009,25,46643,12073
3659,CONT_03659,SocialMedia,328,2024-04-23,CAMP_009,2,4792,709
3660,CONT_03660,Blog,3156,2023-04-30,CAMP_007,39,43217,9246
3661,CONT_03661,Blog,1015,2023-09-24,CAMP_008,21,34625,5253
3662,CONT_03662,Video,2159,2023-04-12,CAMP_005,20,29255,4925
3663,CONT_03663,Video,1159,2024-02-25,CAMP_010,11,39213,4345
3664,CONT_03664,Newsletter,1232,2023-12-19,CAMP_002,38,27636,3599
3665,CONT_03665,Blog,965,2023-07-13,CAMP_005,45,15458,4426
3666,CONT_03666,Video,379,2024-08-10,CAMP_010,11,21396,2812
3667,CONT_03667,Newsletter,374,2023-07-14,CAMP_006,35,44934,7486
3668,CONT_03668,Newsletter,17,2023-03-24,CAMP_004,7,26208,241
3669,CONT_03669,Blog,4045,2024-05-28,CAMP_008,5,44618,10300
3670,CONT_03670,Newsletter,1367,2024-08-08,CAMP_004,4,30726,8643
3671,CONT_03671,Blog,586,2023-11-24,CAMP_009,20,30036,7782
3672,CONT_03672,Blog,23,2023-07-11,CAMP_006,2,3895,60
3673,CONT_03673,Video,1627,2023-01-04,CAMP_006,1,25677,5511
3674,CONT_03674,Newsletter,114,2024-01-08,CAMP_006,47,2223,236
3675,CONT_03675,SocialMedia,3738,2023-07-22,CAMP_008,41,34636,9832
3676,CONT_03676,Video,43,2023-04-28,CAMP_010,2,43684,231
3677,CONT_03677,SocialMedia,705,2023-04-17,CAMP_008,29,8407,1730
3678,CONT_03678,SocialMedia,3617,2023-08-23,CAMP_001,37,33162,9390
3679,CONT_03679,Blog,788,2023-02-27,CAMP_002,44,15202,1644
3680,CONT_03680,SocialMedia,1165,2024-04-03,CAMP_001,17,35028,7054
3681,CONT_03681,Video,53,2023-07-29,CAMP_002,16,21307,424
3682,CONT_03682,Newsletter,5989,2023-10-28,CAMP_005,32,49936,12693
3683,CONT_03683,Blog,116,2023-08-12,CAMP_008,7,25294,2984
3684,CONT_03684,Video,15,2024-05-10,CAMP_005,36,46878,558
3685,CONT_03685,SocialMedia,560,2023-05-29,CAMP_001,6,10262,1836
3686,CONT_03686,SocialMedia,890,2023-11-23,CAMP_003,26,47520,12972
3687,CONT_03687,SocialMedia,3496,2024-12-02,CAMP_008,37,43710,11184
3688,CONT_03688,Video,1904,2023-04-17,CAMP_009,28,32769,5178
3689,CONT_03689,Newsletter,23,2024-09-01,CAMP_008,16,1529,63
3690,CONT_03690,Newsletter,3297,2024-10-20,CAMP_010,17,34231,7394
3691,CONT_03691,SocialMedia,254,2024-10-09,CAMP_006,7,43679,3499
3692,CONT_03692,Blog,652,2024-05-20,CAMP_009,13,41972,9188
3693,CONT_03693,Blog,155,2024-09-25,CAMP_001,38,22124,3806
3694,CONT_03694,SocialMedia,1482,2023-04-24,CAMP_008,27,27359,3533
3695,CONT_03695,Video,548,2024-06-06,CAMP_004,30,33743,1455
3696,CONT_03696,Newsletter,471,2023-03-21,CAMP_003,23,28087,1159
3697,CONT_03697,Video,2225,2023-09-29,CAMP_010,13,30040,5689
3698,CONT_03698,Blog,1317,2024-03-05,CAMP_005,4,31869,8825
3699,CONT_03699,SocialMedia,1266,2023-08-01,CAMP_005,4,43849,4526
3700,CONT_03700,SocialMedia,1291,2024-08-30,CAMP_010,6,34705,5536
3701,CONT_03701,Blog,510,2023-11-18,CAMP_007,25,30157,1823
3702,CONT_03702,SocialMedia,16,2024-06-03,CAMP_002,35,38630,66
3703,CONT_03703,Newsletter,41,2023-01-10,CAMP_008,47,13730,711
3704,CONT_03704,SocialMedia,1357,2023-10-24,CAMP_004,29,45386,6485
3705,CONT_03705,Blog,619,2024-08-22,CAMP_003,34,9163,1662
3706,CONT_03706,Newsletter,465,2024-02-22,CAMP_002,40,9243,1123
3707,CONT_03707,SocialMedia,1952,2024-10-21,CAMP_007,3,35558,8150
3708,CONT_03708,Blog,43,2023-09-25,CAMP_006,13,1959,488
3709,CONT_03709,Blog,2027,2023-04-19,CAMP_009,9,21080,6230
3710,CONT_03710,Newsletter,943,2023-04-30,CAMP_001,26,12319,3598
3711,CONT_03711,Video,1719,2024-01-10,CAMP_009,17,29091,5904
3712,CONT_03712,Blog,4755,2023-03-27,CAMP_001,14,42202,11746
3713,CONT_03713,Newsletter,878,2023-11-03,CAMP_006,27,30072,3221
3714,CONT_03714,Newsletter,51,2023-11-03,CAMP_010,36,10958,372
3715,CONT_03715,Newsletter,174,2023-12-27,CAMP_008,48,20214,662
3716,CONT_03716,SocialMedia,52,2023-09-11,CAMP_010,25,16755,585
3717,CONT_03717,SocialMedia,96,2024-05-28,CAMP_003,37,46458,833
3718,CONT_03718,Newsletter,375,2023-01-17,CAMP_008,6,48006,2940
3719,CONT_03719,Blog,68,2023-07-13,CAMP_007,27,24482,277
3720,CONT_03720,Video,586,2024-05-21,CAMP_009,14,19375,5004
3721,CONT_03721,Newsletter,1014,2023-07-12,CAMP_003,19,18793,2477
3722,CONT_03722,Video,1507,2023-10-05,CAMP_010,49,38005,5460
3723,CONT_03723,Newsletter,945,2024-12-04,CAMP_007,3,31670,2627
3724,CONT_03724,Video,1122,2023-04-05,CAMP_008,32,48411,2901
3725,CONT_03725,Blog,1184,2023-10-06,CAMP_005,12,25745,4849
3726,CONT_03726,SocialMedia,288,2024-05-19,CAMP_001,1,14471,1472
3727,CONT_03727,Video,3053,2023-11-26,CAMP_005,31,45171,10830
3728,CONT_03728,Blog,69,2023-04-01,CAMP_007,36,2886,501
3729,CONT_03729,Blog,2306,2023-07-05,CAMP_005,10,25445,6536
3730,CONT_03730,SocialMedia,2625,2024-03-24,CAMP_007,45,39843,7815
3731,CONT_03731,Newsletter,284,2023-08-16,CAMP_010,7,13478,570
3732,CONT_03732,Newsletter,2359,2023-02-22,CAMP_006,33,22818,5024
3733,CONT_03733,Video,2548,2024-06-09,CAMP_003,18,38758,10662
3734,CONT_03734,Newsletter,954,2023-03-10,CAMP_009,34,45237,12675
3735,CONT_03735,Blog,1653,2024-04-07,CAMP_001,45,48039,4467
3736,CONT_03736,Blog,2475,2023-08-08,CAMP_009,17,49726,6972
3737,CONT_03737,Newsletter,54,2024-02-10,CAMP_004,32,5280,110
3738,CONT_03738,Blog,154,2024-07-29,CAMP_006,3,29285,2803
3739,CONT_03739,SocialMedia,137,2023-11-11,CAMP_001,22,4751,868
3740,CONT_03740,Video,2686,2024-09-21,CAMP_001,49,40588,8362
3741,CONT_03741,Blog,643,2023-03-04,CAMP_001,5,11675,3410
3742,CONT_03742,Newsletter,161,2024-11-12,CAMP_004,21,2110,349
3743,CONT_03743,Newsletter,87,2024-04-28,CAMP_008,2,19408,816
3744,CONT_03744,Blog,991,2023-07-18,CAMP_009,32,48500,5960
3745,CONT_03745,SocialMedia,618,2023-05-08,CAMP_003,16,16144,1429
3746,CONT_03746,Blog,576,2024-05-17,CAMP_005,42,5764,1393
3747,CONT_03747,Blog,925,2023-05-27,CAMP_007,11,32988,4179
3748,CONT_03748,Video,797,2023-02-12,CAMP_004,21,15159,4034
3749,CONT_03749,Newsletter,581,2023-10-08,CAMP_003,19,9582,2478
3750,CONT_03750,Newsletter,226,2023-10-21,CAMP_008,10,9570,694
3751,CONT_03751,SocialMedia,493,2023-06-12,CAMP_007,3,14871,2546
3752,CONT_03752,SocialMedia,922,2023-12-05,CAMP_007,7,10327,2747
3753,CONT_03753,Newsletter,887,2023-11-09,CAMP_005,43,23692,4372
3754,CONT_03754,Blog,89,2024-06-03,CAMP_002,47,14850,257
3755,CONT_03755,Blog,601,2024-11-06,CAMP_003,18,38137,2398
3756,CONT_03756,Blog,905,2023-08-20,CAMP_006,39,11677,2505
3757,CONT_03757,Newsletter,1050,2023-08-22,CAMP_003,2,9502,2150
3758,CONT_03758,SocialMedia,2251,2023-02-06,CAMP_001,39,17653,5111
3759,CONT_03759,SocialMedia,908,2024-06-30,CAMP_006,6,27206,3676
3760,CONT_03760,Video,648,2023-10-18,CAMP_005,47,23019,2258
3761,CONT_03761,Video,3805,2023-08-16,CAMP_008,10,39851,10633
3762,CONT_03762,Newsletter,483,2023-07-29,CAMP_005,35,11220,3294
3763,CONT_03763,SocialMedia,1533,2024-12-07,CAMP_008,41,44633,5833
3764,CONT_03764,SocialMedia,128,2024-08-31,CAMP_004,5,22800,806
3765,CONT_03765,Blog,451,2023-04-27,CAMP_003,27,26019,2752
3766,CONT_03766,Video,2530,2024-01-23,CAMP_008,23,25484,5740
3767,CONT_03767,Newsletter,850,2024-05-05,CAMP_002,24,31805,1804
3768,CONT_03768,Blog,818,2023-08-20,CAMP_004,24,15121,1934
3769,CONT_03769,Newsletter,3056,2023-12-11,CAMP_001,8,41938,10755
3770,CONT_03770,SocialMedia,473,2023-02-26,CAMP_004,47,36613,5048
3771,CONT_03771,Video,404,2024-11-08,CAMP_003,2,15770,3663
3772,CONT_03772,SocialMedia,126,2024-07-07,CAMP_003,9,5940,982
3773,CONT_03773,Newsletter,213,2024-07-05,CAMP_007,41,3076,868
3774,CONT_03774,Newsletter,71,2023-01-17,CAMP_010,40,548,146
3775,CONT_03775,Newsletter,3348,2023-08-22,CAMP_010,48,36147,8895
3776,CONT_03776,Newsletter,599,2023-06-23,CAMP_010,37,28628,1665
3777,CONT_03777,Video,12,2023-05-12,CAMP_010,34,5801,226
3778,CONT_03778,Video,337,2023-01-15,CAMP_010,16,14104,1606
3779,CONT_03779,SocialMedia,141,2024-09-24,CAMP_007,39,24689,1609
3780,CONT_03780,Video,792,2024-12-04,CAMP_003,4,49279,6543
3781,CONT_03781,Blog,117,2024-02-10,CAMP_006,50,48061,12434
3782,CONT_03782,SocialMedia,1257,2023-03-14,CAMP_002,43,16041,3261
3783,CONT_03783,Newsletter,918,2023-03-17,CAMP_006,6,45234,12575
3784,CONT_03784,Newsletter,5488,2023-09-16,CAMP_007,22,46484,12751
3785,CONT_03785,SocialMedia,2446,2024-04-28,CAMP_009,10,27720,6191
3786,CONT_03786,Newsletter,25,2023-01-04,CAMP_005,30,3893,1129
3787,CONT_03787,Blog,51,2023-01-14,CAMP_009,33,11002,1754
3788,CONT_03788,Video,1163,2023-03-24,CAMP_004,45,43760,3159
3789,CONT_03789,Video,461,2023-01-22,CAMP_006,14,16567,1014
3790,CONT_03790,SocialMedia,26,2023-11-15,CAMP_005,11,11049,2602
3791,CONT_03791,SocialMedia,893,2023-02-04,CAMP_002,2,28085,2090
3792,CONT_03792,Newsletter,1704,2024-12-30,CAMP_009,11,37114,10270
3793,CONT_03793,Blog,5253,2023-04-07,CAMP_001,7,49450,13445
3794,CONT_03794,Video,16,2024-09-05,CAMP_008,33,872,156
3795,CONT_03795,Video,82,2024-11-21,CAMP_003,45,44821,478
3796,CONT_03796,Blog,3423,2024-11-20,CAMP_007,28,44619,7551
3797,CONT_03797,SocialMedia,48,2023-11-14,CAMP_006,13,2672,101
3798,CONT_03798,Blog,2291,2023-05-23,CAMP_003,14,46955,10408
3799,CONT_03799,Newsletter,494,2023-03-23,CAMP_005,31,16122,1397
3800,CONT_03800,SocialMedia,71,2024-01-23,CAMP_003,13,23180,156
3801,CONT_03801,SocialMedia,171,2024-08-18,CAMP_005,20,30537,6152
3802,CONT_03802,Video,303,2024-08-18,CAMP_004,27,5950,1064
3803,CONT_03803,Blog,51,2024-03-22,CAMP_009,31,5317,865
3804,CONT_03804,Newsletter,112,2024-04-21,CAMP_003,10,2528,546
3805,CONT_03805,Video,997,2024-02-17,CAMP_004,39,36233,4331
3806,CONT_03806,Blog,37,2024-06-09,CAMP_010,36,2639,154
3807,CONT_03807,Blog,1819,2024-07-22,CAMP_009,9,37789,5314
3808,CONT_03808,SocialMedia,703,2023-12-11,CAMP_009,28,14175,1951
3809,CONT_03809,SocialMedia,278,2023-08-22,CAMP_005,49,9780,2739
3810,CONT_03810,SocialMedia,18,2023-05-05,CAMP_005,41,20298,673
3811,CONT_03811,Video,12,2024-01-07,CAMP_007,25,9748,837
3812,CONT_03812,Video,61,2024-02-18,CAMP_002,41,30121,6950
3813,CONT_03813,SocialMedia,274,2023-09-01,CAMP_005,12,8643,2040
3814,CONT_03814,Blog,641,2024-07-03,CAMP_009,37,20893,1971
3815,CONT_03815,SocialMedia,73,2024-12-22,CAMP_002,28,37665,487
3816,CONT_03816,Newsletter,95,2023-06-03,CAMP_007,43,28807,8521
3817,CONT_03817,Newsletter,464,2024-10-06,CAMP_002,29,37159,5711
3818,CONT_03818,Newsletter,3508,2023-04-28,CAMP_003,18,47257,11534
3819,CONT_03819,Newsletter,2640,2024-07-18,CAMP_006,45,45335,6204
3820,CONT_03820,Newsletter,1164,2023-06-11,CAMP_007,24,20299,3554
3821,CONT_03821,Blog,871,2024-04-10,CAMP_005,27,10989,1987
3822,CONT_03822,Video,690,2023-10-25,CAMP_006,30,36202,3052
3823,CONT_03823,Newsletter,1378,2024-07-25,CAMP_003,3,19827,3754
3824,CONT_03824,Blog,2105,2023-09-11,CAMP_006,11,32636,6380
3825,CONT_03825,Blog,187,2023-02-17,CAMP_005,27,8959,1131
3826,CONT_03826,Video,78,2024-11-02,CAMP_008,41,21017,1347
3827,CONT_03827,Blog,784,2024-05-21,CAMP_008,37,31647,2253
3828,CONT_03828,SocialMedia,22,2023-07-16,CAMP_001,18,3611,347
3829,CONT_03829,SocialMedia,2322,2023-01-19,CAMP_001,41,32338,7646
3830,CONT_03830,Blog,379,2023-07-19,CAMP_003,16,6329,1770
3831,CONT_03831,Video,2785,2024-01-15,CAMP_006,1,37857,10075
3832,CONT_03832,Newsletter,580,2023-05-07,CAMP_001,25,32319,2061
3833,CONT_03833,SocialMedia,1176,2023-10-10,CAMP_009,4,35528,6050
3834,CONT_03834,Newsletter,1119,2024-12-23,CAMP_007,9,48365,6298
3835,CONT_03835,Blog,1331,2023-03-06,CAMP_007,23,47213,6961
3836,CONT_03836,Blog,522,2024-05-02,CAMP_004,31,26797,2665
3837,CONT_03837,Blog,320,2023-05-03,CAMP_006,10,43114,1109
3838,CONT_03838,SocialMedia,4046,2023-03-02,CAMP_001,1,29237,8710
3839,CONT_03839,Video,114,2024-10-14,CAMP_010,14,23168,508
3840,CONT_03840,Video,694,2023-07-31,CAMP_009,42,26614,2017
3841,CONT_03841,Blog,406,2024-10-30,CAMP_004,28,21731,2483
3842,CONT_03842,Blog,16,2024-05-20,CAMP_007,4,10630,73
3843,CONT_03843,SocialMedia,265,2023-02-02,CAMP_008,16,3057,695
3844,CONT_03844,Newsletter,1704,2024-07-03,CAMP_001,16,26426,3484
3845,CONT_03845,Blog,3632,2024-03-21,CAMP_001,29,40407,10580
3846,CONT_03846,Blog,1777,2023-01-23,CAMP_001,22,25697,5325
3847,CONT_03847,Video,152,2024-08-10,CAMP_004,18,15996,580
3848,CONT_03848,Video,408,2023-03-29,CAMP_006,40,40324,1156
3849,CONT_03849,Blog,2506,2024-12-16,CAMP_009,10,37162,7237
3850,CONT_03850,Newsletter,354,2023-12-08,CAMP_008,20,9635,1378
3851,CONT_03851,Blog,1306,2023-02-14,CAMP_009,41,17596,2874
3852,CONT_03852,Blog,116,2023-08-27,CAMP_005,1,2140,287
3853,CONT_03853,Blog,330,2024-03-02,CAMP_010,14,25448,7235
3854,CONT_03854,Blog,396,2023-07-25,CAMP_005,21,13454,1067
3855,CONT_03855,SocialMedia,203,2023-07-02,CAMP_007,17,18114,1848
3856,CONT_03856,Video,2101,2023-04-08,CAMP_007,20,25042,6469
3857,CONT_03857,Video,346,2023-06-11,CAMP_009,27,6787,1669
3858,CONT_03858,Blog,380,2024-02-27,CAMP_008,20,40621,1840
3859,CONT_03859,Blog,4823,2023-09-16,CAMP_010,7,45786,13600
3860,CONT_03860,Newsletter,249,2024-03-09,CAMP_001,43,40512,11369
3861,CONT_03861,Blog,412,2023-02-01,CAMP_003,45,29312,1066
3862,CONT_03862,SocialMedia,1803,2023-03-10,CAMP_005,31,17902,4555
3863,CONT_03863,Blog,2503,2024-02-06,CAMP_006,3,32494,5774
3864,CONT_03864,Blog,56,2023-04-26,CAMP_010,48,43663,359
3865,CONT_03865,Newsletter,3462,2023-11-07,CAMP_008,1,49961,11421
3866,CONT_03866,Video,127,2023-03-26,CAMP_007,22,27346,5479
3867,CONT_03867,Newsletter,853,2023-05-18,CAMP_006,27,20842,3625
3868,CONT_03868,Video,226,2023-05-19,CAMP_009,47,24859,594
3869,CONT_03869,Blog,193,2023-06-05,CAMP_009,43,7658,1175
3870,CONT_03870,Video,2003,2024-06-17,CAMP_006,8,25700,4850
3871,CONT_03871,SocialMedia,290,2024-07-06,CAMP_001,42,35074,1257
3872,CONT_03872,Video,939,2023-12-11,CAMP_009,3,25152,1950
3873,CONT_03873,Blog,931,2023-05-21,CAMP_010,6,43032,2246
3874,CONT_03874,Newsletter,44,2023-04-22,CAMP_003,40,8651,482
3875,CONT_03875,Blog,2066,2024-05-30,CAMP_005,5,23217,4326
3876,CONT_03876,SocialMedia,1389,2024-01-20,CAMP_004,6,41999,10414
3877,CONT_03877,SocialMedia,1055,2024-03-10,CAMP_001,30,20253,4843
3878,CONT_03878,Blog,701,2023-05-12,CAMP_002,38,10992,2605
3879,CONT_03879,SocialMedia,147,2023-06-20,CAMP_010,14,22949,1391
3880,CONT_03880,Blog,240,2023-03-23,CAMP_002,24,20888,1567
3881,CONT_03881,Video,3713,2024-10-07,CAMP_001,17,38643,11380
3882,CONT_03882,SocialMedia,45,2024-01-23,CAMP_001,21,47091,2899
3883,CONT_03883,SocialMedia,785,2024-12-26,CAMP_003,33,20813,2052
3884,CONT_03884,Video,143,2024-09-03,CAMP_010,14,42728,1304
3885,CONT_03885,Newsletter,836,2023-03-20,CAMP_001,29,33951,4479
3886,CONT_03886,Video,280,2024-04-06,CAMP_007,18,5754,588
3887,CONT_03887,SocialMedia,15,2023-02-23,CAMP_002,35,796,51
3888,CONT_03888,Newsletter,312,2024-08-07,CAMP_003,18,27911,3279
3889,CONT_03889,Blog,532,2023-01-21,CAMP_002,50,25233,1465
3890,CONT_03890,Newsletter,71,2023-06-25,CAMP_009,7,2756,525
3891,CONT_03891,Newsletter,5262,2023-02-02,CAMP_008,32,41519,10628
3892,CONT_03892,SocialMedia,161,2024-03-17,CAMP_007,23,36974,10223
3893,CONT_03893,Blog,1527,2023-08-27,CAMP_005,2,28397,5975
3894,CONT_03894,Blog,348,2024-02-26,CAMP_002,30,29037,8128
3895,CONT_03895,SocialMedia,968,2024-11-22,CAMP_010,37,29662,5252
3896,CONT_03896,Video,367,2024-10-04,CAMP_007,7,14265,816
3897,CONT_03897,Blog,918,2023-10-13,CAMP_003,42,39199,8523
3898,CONT_03898,Blog,1170,2023-09-05,CAMP_001,2,38283,3003
3899,CONT_03899,Video,603,2023-06-10,CAMP_010,18,18490,5016
3900,CONT_03900,Newsletter,3845,2024-02-15,CAMP_002,27,36643,10288
3901,CONT_03901,Newsletter,772,2024-04-19,CAMP_001,48,8134,2243
3902,CONT_03902,Blog,156,2023-06-10,CAMP_001,31,1832,483
3903,CONT_03903,SocialMedia,1655,2023-11-26,CAMP_006,43,46267,7204
3904,CONT_03904,Newsletter,1367,2024-05-09,CAMP_003,37,40373,5554
3905,CONT_03905,Blog,245,2024-07-13,CAMP_007,21,5034,1387
3906,CONT_03906,Blog,1338,2024-05-03,CAMP_003,32,33039,3819
3907,CONT_03907,SocialMedia,111,2023-07-15,CAMP_006,40,39125,515
3908,CONT_03908,SocialMedia,86,2024-11-09,CAMP_001,2,8184,1523
3909,CONT_03909,Blog,1498,2023-10-07,CAMP_009,28,39150,8685
3910,CONT_03910,Blog,10,2023-07-14,CAMP_006,34,5961,248
3911,CONT_03911,Blog,68,2024-08-27,CAMP_002,11,45574,1451
3912,CONT_03912,Blog,1386,2024-08-17,CAMP_004,33,17130,2847
3913,CONT_03913,Newsletter,934,2024-06-18,CAMP_005,21,40433,6220
3914,CONT_03914,SocialMedia,1129,2023-04-27,CAMP_010,27,18561,3252
3915,CONT_03915,Newsletter,1680,2024-11-26,CAMP_001,1,13094,3701
3916,CONT_03916,SocialMedia,412,2024-04-21,CAMP_006,31,15774,3252
3917,CONT_03917,Blog,285,2024-12-27,CAMP_001,47,22206,572
3918,CONT_03918,Newsletter,448,2024-03-13,CAMP_009,12,35944,3758
3919,CONT_03919,Newsletter,2490,2024-02-11,CAMP_005,50,45899,11752
3920,CONT_03920,Video,919,2023-03-10,CAMP_001,3,29874,5793
3921,CONT_03921,SocialMedia,1279,2023-07-07,CAMP_008,21,28543,7315
3922,CONT_03922,Newsletter,267,2023-06-30,CAMP_006,23,18418,4337
3923,CONT_03923,SocialMedia,1423,2023-07-27,CAMP_010,32,45018,6692
3924,CONT_03924,Video,14,2024-11-13,CAMP_006,36,16982,129
3925,CONT_03925,Newsletter,713,2024-03-31,CAMP_003,24,27833,4679
3926,CONT_03926,Video,397,2023-06-02,CAMP_005,2,11590,2219
3927,CONT_03927,SocialMedia,608,2023-05-20,CAMP_003,48,34673,9614
3928,CONT_03928,Video,774,2023-11-17,CAMP_001,7,29336,1773
3929,CONT_03929,Blog,1180,2023-11-02,CAMP_002,20,44529,4094
