journeyid,customerid,productid,visitdate,stage,action,duration
3620,208,29,2024-07-23,ProductPage,View,81.7
1244,208,43,2024-09-08,Purchase,Purchase,373.9
3442,208,46,2023-03-02,ProductPage,AddToCart,87.8
2183,208,49,2023-09-15,Purchase,Purchase,84.5
2915,209,3,2024-05-15,Homepage,Click,169.4
1730,209,4,2023-05-29,ProductPage,AddToCart,542.4
677,209,8,2023-11-18,Homepage,Click,223.1
132,209,13,2023-07-19,Purchase,Purchase,46.5
272,209,23,2023-11-22,Homepage,Click,533.2
1506,209,25,2023-01-13,ProductPage,Drop-off,
3101,209,36,2023-10-13,Purchase,Purchase,308.9
3255,209,41,2023-08-28,Homepage,View,155.3
129,209,43,2024-12-11,Homepage,Click,596.3
3379,209,44,2024-05-22,Checkout,AddToCart,475.5
2164,210,2,2024-12-05,ProductPage,AddToCart,126.1
3080,210,23,2024-10-23,ProductPage,Drop-off,
1621,210,24,2023-04-20,ProductPage,Click,326.3
2375,210,27,2024-06-01,ProductPage,Click,540.9
1006,210,30,2024-03-27,Homepage,Click,472.2
299,210,41,2023-10-07,Purchase,Purchase,345.1
2312,210,41,2024-05-22,Homepage,Click,335.5
2873,210,42,2023-11-26,Homepage,View,563.3
2868,211,11,2024-01-30,ProductPage,Click,150.3
2018,211,14,2023-02-13,ProductPage,Click,353.1
2178,211,15,2024-11-06,ProductPage,Click,420.5
3468,211,25,2024-11-06,Checkout,Purchase,132.0
2139,211,28,2023-02-02,Homepage,Drop-off,
184,211,30,2023-03-23,Checkout,Purchase,266.5
725,211,35,2024-08-13,Checkout,AddToCart,227.5
2957,211,43,2023-05-14,ProductPage,Click,524.7
752,211,44,2023-10-18,Checkout,AddToCart,186.1
2979,211,46,2024-09-28,Purchase,Purchase,90.9
1608,212,20,2024-05-23,Purchase,Purchase,581.9
2262,212,26,2024-03-17,Homepage,Click,138.3
64,212,32,2024-01-23,Checkout,Drop-off,
422,212,34,2023-08-03,ProductPage,AddToCart,381.1
3637,212,38,2024-07-22,ProductPage,Drop-off,
2372,212,39,2024-12-17,Checkout,Drop-off,
2014,212,42,2024-06-08,ProductPage,View,124.7
2471,212,43,2023-07-12,Homepage,Drop-off,
2386,213,27,2024-03-21,Homepage,View,550.0
982,213,35,2024-03-26,ProductPage,Drop-off,
552,213,36,2023-06-28,Checkout,Drop-off,
855,213,42,2023-10-23,Homepage,View,131.4
1081,213,47,2023-11-05,Checkout,Purchase,467.0
3136,213,47,2024-06-02,Homepage,Drop-off,
3670,214,2,2024-10-19,Purchase,Purchase,341.4
3555,214,5,2023-09-10,Purchase,Purchase,25.3
2360,214,44,2024-10-30,Checkout,Drop-off,
3358,214,49,2024-12-17,Homepage,View,434.5
1063,214,50,2023-10-03,ProductPage,Drop-off,
3629,215,2,2023-05-23,Checkout,Purchase,225.8
3802,215,4,2024-04-30,Purchase,Purchase,138.8
1868,215,5,2024-02-03,Checkout,AddToCart,566.4
84,215,14,2024-03-08,ProductPage,Drop-off,
938,215,15,2024-08-06,ProductPage,Drop-off,
686,215,20,2023-11-13,Purchase,Purchase,540.1
3615,215,23,2024-06-10,ProductPage,AddToCart,474.1
8,215,31,2024-06-21,Homepage,View,37.0
2205,215,36,2024-05-24,Purchase,Purchase,236.9
1903,216,12,2023-06-17,Purchase,Purchase,284.3
1856,216,13,2024-11-19,Checkout,Purchase,235.1
3756,216,16,2023-08-04,ProductPage,View,425.3
1922,216,29,2024-10-22,Homepage,View,147.1
2475,216,31,2023-10-27,ProductPage,View,11.5
681,216,32,2023-11-18,Checkout,Purchase,528.3
1765,216,43,2024-11-11,Purchase,Purchase,150.0
1844,217,6,2024-03-31,Purchase,Purchase,407.2
3728,217,11,2023-10-06,Homepage,Click,135.0
2068,217,12,2023-06-09,Homepage,View,62.1
2235,217,21,2024-03-26,ProductPage,Click,592.6
698,217,23,2023-07-20,ProductPage,AddToCart,121.7
1150,217,34,2023-02-13,Homepage,Click,274.2
2912,217,37,2024-06-11,Purchase,Purchase,356.9
767,217,39,2023-08-27,Purchase,Purchase,220.0
1984,217,43,2023-11-19,ProductPage,View,255.3
3507,217,44,2024-04-10,Checkout,Drop-off,
769,217,44,2024-08-07,Checkout,Purchase,170.8
3464,217,47,2024-10-11,Homepage,Click,173.0
3145,218,1,2023-09-03,Purchase,Purchase,388.7
1838,218,6,2023-09-06,Purchase,Purchase,389.2
1133,218,10,2023-01-29,Checkout,Purchase,188.6
2256,218,10,2023-10-19,Checkout,Purchase,575.5
377,218,14,2024-03-05,Checkout,Purchase,347.1
2281,218,19,2023-02-09,Homepage,View,90.8
3550,218,37,2024-02-07,Purchase,Purchase,42.6
224,218,47,2024-02-29,ProductPage,Drop-off,
670,218,49,2024-07-28,ProductPage,AddToCart,181.3
1310,219,14,2023-06-17,Checkout,AddToCart,330.0
2087,219,14,2023-12-22,Homepage,Click,265.4
1873,219,19,2023-05-27,Homepage,View,250.8
1036,219,40,2024-01-30,Purchase,Purchase,156.8
1254,219,42,2023-01-27,ProductPage,View,81.0
531,219,47,2023-02-28,Homepage,Click,179.6
3401,220,3,2024-01-26,Purchase,Purchase,378.7
1624,220,13,2024-08-03,Checkout,Purchase,108.7
1981,220,16,2024-09-24,ProductPage,AddToCart,77.9
848,220,18,2023-01-09,Homepage,View,79.8
948,220,22,2023-03-01,Checkout,AddToCart,256.7
3320,220,29,2023-07-18,ProductPage,Drop-off,
762,220,47,2023-10-02,Homepage,View,204.7
2700,221,24,2023-07-31,Homepage,View,579.6
1189,221,32,2023-07-22,Homepage,Click,548.7
2663,221,36,2023-01-17,Homepage,View,521.3
423,221,45,2024-03-13,ProductPage,View,543.1
1759,221,50,2023-06-17,Checkout,Purchase,16.3
2668,222,12,2023-06-01,Homepage,View,438.8
3861,222,27,2023-02-28,Homepage,Drop-off,
3452,222,30,2023-06-12,Homepage,Click,319.3
113,222,43,2023-09-12,Purchase,Purchase,237.1
2313,223,12,2023-11-20,Homepage,View,251.1
548,223,22,2023-01-31,ProductPage,Click,96.5
2143,223,23,2024-01-24,Checkout,Drop-off,
3467,223,28,2023-04-08,ProductPage,View,40.4
78,223,35,2023-01-19,Homepage,View,281.5
495,223,43,2023-06-26,ProductPage,Click,240.9
3013,223,46,2024-04-17,Purchase,Purchase,185.3
2655,223,49,2024-01-14,Checkout,Purchase,221.3
1180,224,17,2023-06-15,Homepage,Drop-off,
2015,224,17,2023-12-23,ProductPage,View,103.3
2638,224,18,2023-07-01,ProductPage,View,356.7
2578,224,26,2023-09-28,Purchase,Purchase,179.6
729,224,40,2023-09-18,Homepage,Click,179.9
2844,224,41,2023-10-18,Homepage,Drop-off,
1034,225,1,2023-07-11,ProductPage,Click,403.4
2601,225,12,2024-09-17,Purchase,Purchase,518.9
3701,225,34,2023-10-30,Homepage,Drop-off,
557,225,34,2024-11-05,Homepage,View,586.8
3578,225,39,2024-01-19,Purchase,Purchase,346.0
1594,225,48,2023-05-27,Purchase,Purchase,560.8
3794,226,3,2024-03-16,Homepage,View,524.9
505,226,6,2023-03-24,Homepage,Drop-off,
1631,226,6,2023-08-11,Checkout,Drop-off,
1271,226,8,2024-10-22,Purchase,Purchase,136.9
795,226,10,2024-11-24,Purchase,Purchase,524.6
2576,226,11,2023-08-24,Homepage,Click,102.8
816,226,15,2024-11-26,Homepage,Click,41.8
2594,226,17,2023-04-05,Purchase,Purchase,465.7
1764,226,17,2024-01-14,ProductPage,View,587.0
984,226,33,2024-01-18,Purchase,Purchase,46.4
1336,226,44,2023-02-03,Checkout,AddToCart,366.1
1697,227,6,2023-05-30,Homepage,View,93.1
3099,227,7,2023-01-28,Purchase,Purchase,283.7
515,227,10,2023-02-24,Homepage,View,435.4
3250,227,11,2024-07-08,ProductPage,Drop-off,
2150,227,45,2023-11-17,Checkout,Purchase,252.1
2371,227,45,2023-12-20,Purchase,Purchase,59.7
1209,227,46,2023-08-11,ProductPage,Drop-off,
69,227,47,2023-03-29,Purchase,Purchase,253.3
230,227,48,2024-10-14,Checkout,AddToCart,25.5
3982,227,50,2023-10-05,Purchase,Purchase,147.7
547,228,1,2023-05-02,Checkout,Drop-off,
3035,228,2,2024-07-04,Checkout,Drop-off,
3931,228,3,2023-03-26,Purchase,Purchase,65.0
1701,228,7,2023-02-10,ProductPage,Drop-off,
2650,228,18,2024-10-04,Purchase,Purchase,259.6
358,228,23,2023-07-24,Checkout,AddToCart,132.5
1584,228,40,2023-10-03,Purchase,Purchase,152.5
991,228,48,2024-03-01,Purchase,Purchase,582.5
1707,229,1,2023-03-10,Checkout,AddToCart,399.6
79,229,3,2023-09-27,Purchase,Purchase,168.5
986,229,12,2023-03-15,Homepage,Drop-off,
2296,229,25,2024-05-02,Checkout,Drop-off,
2681,229,28,2024-09-02,Checkout,Drop-off,
3493,229,31,2023-12-13,ProductPage,View,541.5
906,229,36,2024-05-18,Checkout,Drop-off,
3636,229,36,2024-08-29,Homepage,View,17.8
3872,229,39,2023-10-23,Homepage,View,323.2
3171,229,50,2023-02-10,Checkout,Drop-off,
2274,230,1,2024-10-27,Homepage,Drop-off,
3624,230,2,2024-07-17,Checkout,AddToCart,50.9
479,230,25,2024-07-26,Checkout,AddToCart,248.2
3122,230,26,2023-12-09,Purchase,Purchase,227.1
3824,230,28,2023-04-06,Purchase,Purchase,175.6
1255,231,2,2024-01-25,ProductPage,View,122.0
211,231,4,2024-12-25,Checkout,Drop-off,
1080,231,19,2023-01-27,ProductPage,Click,249.0
3064,231,20,2023-04-02,Purchase,Purchase,215.1
2988,231,36,2024-05-23,Checkout,Drop-off,
3262,231,38,2024-07-05,Checkout,Purchase,423.2
1815,231,48,2024-03-22,Checkout,Drop-off,
2684,232,1,2024-06-05,Purchase,Purchase,238.6
2596,232,14,2023-06-15,Homepage,Drop-off,
1395,232,15,2024-08-14,Homepage,View,342.3
2130,232,29,2024-02-02,Purchase,Purchase,245.3
387,232,29,2024-02-11,Homepage,Click,315.4
579,232,33,2024-05-15,ProductPage,Drop-off,
2300,232,33,2024-10-24,Purchase,Purchase,204.4
3333,232,48,2023-06-05,Checkout,AddToCart,321.4
1946,233,2,2023-01-09,Checkout,AddToCart,340.4
121,233,6,2024-05-28,Homepage,Drop-off,
2433,233,7,2023-05-31,Purchase,Purchase,46.7
1252,233,8,2023-05-26,Checkout,AddToCart,328.4
2337,233,14,2024-08-04,Checkout,Drop-off,
1342,233,25,2023-11-25,Purchase,Purchase,174.8
3989,233,30,2023-05-22,Purchase,Purchase,379.8
2478,233,31,2023-06-06,Purchase,Purchase,95.2
1055,233,32,2023-01-31,Homepage,Click,110.8
1930,233,46,2023-05-10,Checkout,AddToCart,525.1
1593,234,10,2023-06-20,Purchase,Purchase,309.1
1390,234,14,2023-05-04,Homepage,Drop-off,
3431,234,19,2024-05-06,Homepage,Click,341.1
1035,234,20,2023-11-06,ProductPage,View,70.8
1721,234,22,2024-01-08,Homepage,Drop-off,
2100,234,38,2024-08-12,Purchase,Purchase,153.7
534,234,49,2023-08-18,ProductPage,Drop-off,
2851,235,2,2023-07-28,ProductPage,AddToCart,277.1
3489,235,6,2023-01-11,Purchase,Purchase,418.9
1498,235,11,2023-02-26,ProductPage,View,245.9
483,235,12,2023-08-15,Checkout,AddToCart,387.8
565,235,34,2023-08-06,Homepage,View,218.7
3954,235,34,2024-06-13,Purchase,Purchase,47.5
538,235,49,2023-02-06,Purchase,Purchase,148.8
865,235,49,2024-03-22,ProductPage,Drop-off,
2065,236,3,2024-06-07,ProductPage,Click,461.0
3852,236,8,2023-05-10,Checkout,Drop-off,
2892,236,9,2024-08-22,Checkout,AddToCart,308.3
447,236,12,2023-07-06,Purchase,Purchase,299.9
1929,236,16,2024-12-01,Purchase,Purchase,584.0
2857,236,25,2024-09-24,ProductPage,View,377.0
2904,236,33,2024-12-12,Homepage,View,324.6
2257,236,49,2023-10-24,ProductPage,View,122.7
2778,237,5,2024-03-16,Checkout,Drop-off,
3141,237,11,2024-03-08,Checkout,Drop-off,
3594,237,12,2024-05-05,Purchase,Purchase,391.9
167,237,25,2023-12-18,Purchase,Purchase,16.3
3105,237,28,2023-10-08,Homepage,Drop-off,
3956,237,32,2024-11-05,Homepage,View,414.2
2730,237,39,2023-09-30,Homepage,Click,173.0
128,237,42,2024-07-16,Homepage,View,438.1
3100,237,47,2024-08-20,Purchase,Purchase,471.4
2974,238,7,2024-11-03,Homepage,View,35.7
864,238,10,2023-04-11,Checkout,Purchase,186.5
279,238,32,2023-06-10,Purchase,Purchase,331.9
2783,238,32,2024-07-27,Purchase,Purchase,129.2
343,238,43,2024-03-22,Homepage,View,565.6
2657,238,44,2023-08-18,ProductPage,Drop-off,
2251,238,45,2023-02-02,Checkout,AddToCart,167.2
3488,238,50,2024-10-03,ProductPage,View,414.3
3336,239,25,2023-05-28,Checkout,AddToCart,504.6
3943,239,29,2024-08-17,Checkout,Drop-off,
273,239,31,2024-09-11,Checkout,AddToCart,206.8
2248,239,42,2024-06-16,Checkout,Drop-off,
889,239,44,2023-06-03,Checkout,Drop-off,
217,239,49,2024-10-29,Purchase,Purchase,531.9
2958,240,9,2024-11-26,Purchase,Purchase,555.5
2793,240,13,2023-11-16,ProductPage,View,402.3
2827,240,21,2023-05-20,Checkout,AddToCart,193.8
259,240,25,2023-07-12,Purchase,Purchase,358.4
2735,240,38,2023-02-25,Checkout,Drop-off,
204,240,39,2023-02-27,ProductPage,Click,26.2
1477,240,43,2023-03-19,Purchase,Purchase,261.9
2182,240,47,2024-04-14,Checkout,AddToCart,518.0
592,241,3,2023-11-27,Checkout,Drop-off,
3494,241,13,2023-02-08,Purchase,Purchase,373.7
1746,241,25,2023-11-12,Purchase,Purchase,312.7
3912,241,27,2023-12-12,Purchase,Purchase,179.2
3809,241,45,2023-10-15,ProductPage,Drop-off,
1937,242,17,2024-10-30,Homepage,View,533.9
955,242,19,2024-06-29,Purchase,Purchase,573.8
3549,242,31,2023-06-24,ProductPage,Drop-off,
3752,242,38,2023-05-16,ProductPage,View,344.3
3718,242,39,2023-10-03,Homepage,Click,516.1
2588,242,39,2024-11-05,ProductPage,Click,320.0
1127,243,1,2024-04-12,Homepage,Click,478.6
2106,243,3,2024-10-23,ProductPage,Click,326.8
44,243,12,2024-07-10,Homepage,Click,237.3
2455,243,17,2024-03-28,ProductPage,Drop-off,
3183,243,20,2023-05-18,Checkout,Purchase,348.6
1829,243,21,2023-06-04,Purchase,Purchase,544.4
513,243,21,2023-06-24,ProductPage,Drop-off,
1482,243,36,2023-02-25,Homepage,Click,71.3
3755,243,43,2024-08-14,Purchase,Purchase,14.9
2448,244,1,2023-01-10,ProductPage,Click,459.9
411,244,8,2023-10-13,Purchase,Purchase,287.3
765,244,11,2024-09-10,Checkout,Drop-off,
2824,244,30,2024-07-07,Checkout,Drop-off,
1658,244,31,2023-09-21,ProductPage,Click,404.4
1052,244,31,2024-05-05,ProductPage,View,329.4
3610,244,45,2023-05-03,Checkout,Drop-off,
1469,244,45,2024-12-09,Purchase,Purchase,351.3
2810,245,2,2024-03-29,Homepage,View,480.6
1771,245,5,2023-04-26,Purchase,Purchase,63.4
3513,245,6,2023-12-28,ProductPage,Drop-off,
1906,245,9,2023-11-19,Purchase,Purchase,514.5
811,245,11,2023-01-02,Homepage,View,85.2
1470,245,20,2023-01-10,Purchase,Purchase,480.1
936,245,27,2023-05-11,Checkout,Drop-off,
503,245,33,2023-03-16,ProductPage,View,223.4
2057,245,43,2024-05-16,Checkout,Purchase,165.6
1977,246,6,2024-05-22,ProductPage,Click,346.1
2568,246,7,2023-05-21,Checkout,Purchase,45.0
770,246,14,2024-08-27,ProductPage,AddToCart,85.5
3150,246,15,2024-08-14,Homepage,Click,428.2
429,246,18,2023-10-15,Checkout,Drop-off,
3880,246,21,2023-11-05,Checkout,AddToCart,228.6
3392,246,26,2024-10-27,ProductPage,View,481.4
2199,246,36,2024-09-03,Checkout,Drop-off,
3389,246,46,2024-08-04,Purchase,Purchase,46.9
290,247,7,2023-04-19,Homepage,Drop-off,
3117,247,7,2024-08-29,ProductPage,Drop-off,
3476,247,8,2023-09-22,Homepage,View,423.7
1514,247,19,2024-08-17,ProductPage,View,471.2
625,247,34,2024-05-05,Homepage,View,99.6
951,247,44,2023-06-07,Homepage,Drop-off,
54,247,48,2023-12-06,Purchase,Purchase,594.0
2043,247,50,2024-02-09,Checkout,Purchase,16.2
1237,248,2,2023-08-10,Purchase,Purchase,146.5
1578,248,3,2024-09-02,ProductPage,View,422.6
1375,248,19,2023-05-29,ProductPage,View,15.4
2636,248,29,2024-02-29,ProductPage,Click,380.1
549,248,47,2024-06-20,Checkout,Drop-off,
1945,248,48,2023-03-08,ProductPage,AddToCart,332.5
1626,249,1,2023-02-20,Homepage,Click,90.2
1541,249,5,2023-10-02,Checkout,Drop-off,
3014,249,18,2024-02-17,ProductPage,Click,131.7
1379,249,19,2023-02-20,Purchase,Purchase,147.6
1023,249,31,2023-12-12,Purchase,Purchase,212.4
1155,249,33,2023-10-13,ProductPage,AddToCart,303.4
3195,249,38,2023-04-13,ProductPage,Drop-off,
2952,249,39,2024-06-28,Homepage,View,556.5
2945,249,40,2024-12-05,ProductPage,View,81.4
232,249,45,2023-01-28,ProductPage,View,43.6
1305,249,46,2024-03-24,Checkout,Drop-off,
474,249,47,2023-08-13,Checkout,Drop-off,
3537,249,48,2024-08-11,Checkout,Drop-off,
2483,250,8,2024-08-29,Purchase,Purchase,272.7
2533,250,18,2024-09-16,Homepage,Click,569.5
2739,250,22,2023-06-01,Homepage,Drop-off,
244,250,22,2024-01-01,ProductPage,AddToCart,51.2
993,250,25,2024-12-05,ProductPage,Click,212.0
3712,251,2,2023-07-11,ProductPage,View,147.5
36,251,20,2023-01-06,Purchase,Purchase,39.4
3483,251,23,2023-07-12,ProductPage,Drop-off,
86,251,28,2024-09-13,Homepage,Drop-off,
2556,251,30,2024-01-11,Homepage,Drop-off,
15,251,32,2023-07-21,ProductPage,View,143.2
605,251,39,2023-04-21,Purchase,Purchase,92.4
2707,251,42,2024-10-12,Purchase,Purchase,278.8
2252,251,47,2024-10-22,Purchase,Purchase,139.1
3890,252,2,2024-02-28,Homepage,Click,257.7
743,252,7,2023-03-28,Purchase,Purchase,217.1
3425,252,31,2023-01-03,Homepage,View,482.7
1750,252,31,2023-05-21,ProductPage,View,18.9
2606,252,49,2023-09-08,Checkout,Purchase,275.7
1087,253,14,2023-12-17,Purchase,Purchase,598.8
768,253,24,2024-08-29,Checkout,Drop-off,
3087,253,24,2024-11-14,Checkout,Purchase,256.0
3652,253,38,2023-06-04,Checkout,AddToCart,280.0
3147,253,40,2023-02-18,Purchase,Purchase,301.1
3090,253,41,2023-08-18,Homepage,View,490.1
842,253,41,2024-08-23,Homepage,View,424.2
2608,253,41,2024-12-17,Checkout,Drop-off,
2450,254,9,2023-08-21,ProductPage,View,77.5
1690,254,11,2023-03-18,Purchase,Purchase,174.1
2009,254,11,2024-09-10,Purchase,Purchase,543.4
1540,254,21,2023-09-24,Purchase,Purchase,364.4
1651,254,25,2023-06-24,Checkout,Drop-off,
1109,254,36,2023-05-11,ProductPage,Drop-off,
2229,254,36,2024-09-19,Homepage,Drop-off,
3671,254,45,2023-05-23,Purchase,Purchase,315.9
1489,255,2,2024-01-27,Purchase,Purchase,120.4
2098,255,6,2023-03-27,Checkout,Drop-off,
3980,255,16,2024-02-19,ProductPage,Drop-off,
640,255,26,2023-07-22,Homepage,Click,104.4
3496,255,29,2024-10-15,Purchase,Purchase,203.1
1582,255,41,2023-07-10,Purchase,Purchase,296.4
2132,255,48,2024-10-31,Homepage,View,10.1
3758,256,3,2023-10-04,Checkout,Drop-off,
782,256,7,2024-12-30,ProductPage,View,382.2
3888,256,43,2023-05-12,Checkout,AddToCart,443.4
678,256,47,2024-02-02,Checkout,Purchase,553.3
328,256,47,2024-10-15,Homepage,Click,387.7
285,257,5,2024-05-23,Checkout,Drop-off,
3077,257,14,2023-05-26,Checkout,Drop-off,
45,257,23,2024-01-01,ProductPage,Drop-off,
1228,257,26,2024-05-11,Homepage,View,465.7
1910,257,34,2023-07-02,Checkout,Purchase,500.7
2799,257,35,2023-02-12,Homepage,Click,566.0
3968,257,42,2023-04-24,Checkout,Drop-off,
3390,258,4,2024-10-02,Purchase,Purchase,19.6
360,258,8,2024-12-17,Purchase,Purchase,252.1
3563,258,15,2023-12-16,Purchase,Purchase,148.3
587,258,19,2023-05-23,Homepage,Click,92.6
473,258,23,2024-02-08,ProductPage,Click,196.2
3430,258,28,2023-08-05,Checkout,Purchase,529.6
809,258,33,2024-11-07,Checkout,Drop-off,
2794,258,35,2024-06-29,Purchase,Purchase,456.5
3650,258,37,2024-06-13,ProductPage,View,590.8
140,258,38,2023-11-10,ProductPage,View,279.0
351,258,47,2024-08-21,Checkout,Purchase,30.8
199,259,9,2023-01-03,ProductPage,View,10.0
684,259,10,2023-03-17,ProductPage,Click,64.4
3491,259,25,2023-02-24,Homepage,View,72.0
3877,259,25,2023-04-28,Checkout,AddToCart,295.7
137,259,26,2024-10-12,Homepage,Click,273.2
1577,259,38,2024-03-10,Homepage,View,449.2
3763,260,6,2024-03-12,Purchase,Purchase,154.5
3248,260,7,2024-07-26,Homepage,Click,312.8
255,260,11,2024-03-14,Purchase,Purchase,556.3
2241,260,15,2024-07-17,Purchase,Purchase,280.9
302,260,16,2023-05-21,Homepage,View,125.9
1383,260,23,2023-02-05,Purchase,Purchase,335.2
161,260,24,2024-08-01,Homepage,Drop-off,
2339,260,27,2024-04-05,Purchase,Purchase,91.5
3643,260,29,2023-03-12,ProductPage,Click,555.7
3487,260,32,2023-06-05,ProductPage,AddToCart,509.0
2769,260,47,2023-05-31,ProductPage,Click,464.0
242,261,1,2024-08-09,Checkout,Purchase,158.2
205,261,15,2023-01-24,Purchase,Purchase,478.7
292,261,20,2023-03-16,Homepage,View,357.8
464,261,28,2023-10-20,Checkout,Purchase,34.7
1700,261,33,2024-03-29,Purchase,Purchase,547.7
3973,261,36,2023-07-07,Purchase,Purchase,510.0
3036,261,39,2023-10-25,ProductPage,View,484.5
675,262,13,2023-02-28,ProductPage,Drop-off,
2764,262,21,2023-05-01,Purchase,Purchase,63.2
1574,262,24,2024-05-17,Purchase,Purchase,367.1
3870,262,31,2023-05-19,Checkout,Purchase,481.0
2276,262,32,2024-04-02,Homepage,View,95.5
3501,262,39,2024-12-30,Purchase,Purchase,134.0
2761,262,49,2023-02-18,Purchase,Purchase,462.2
3639,262,49,2024-06-13,Purchase,Purchase,464.4
2931,263,3,2023-08-30,Checkout,Drop-off,
1238,263,4,2023-04-14,Homepage,View,174.7
732,263,6,2023-05-24,ProductPage,AddToCart,513.3
2190,263,15,2023-11-17,Checkout,Drop-off,
2625,263,18,2024-06-16,Homepage,Click,150.9
1958,263,28,2024-03-15,ProductPage,View,354.2
1478,263,43,2023-11-22,ProductPage,Click,231.8
2309,263,48,2023-10-12,ProductPage,Drop-off,
1820,264,1,2024-08-06,ProductPage,Click,593.8
2582,264,2,2024-10-23,Checkout,AddToCart,396.3
3561,264,3,2024-11-13,Homepage,Drop-off,
2727,264,10,2024-04-30,ProductPage,Drop-off,
741,264,22,2024-03-13,Checkout,Drop-off,
771,264,45,2023-07-23,Homepage,Click,264.9
355,265,3,2024-02-15,Homepage,Drop-off,
3033,265,3,2024-12-26,Homepage,Click,292.5
651,265,5,2024-08-23,Homepage,Drop-off,
2944,265,8,2023-06-16,ProductPage,View,452.3
556,265,18,2024-06-26,ProductPage,Click,98.1
2145,265,20,2023-02-16,Purchase,Purchase,16.1
233,265,25,2023-04-30,ProductPage,View,501.1
3684,265,40,2024-10-08,Homepage,View,180.5
3191,265,48,2024-09-15,Homepage,Drop-off,
754,266,7,2023-04-14,ProductPage,Click,156.8
1625,266,14,2024-01-06,ProductPage,Drop-off,
1652,266,30,2023-02-25,Homepage,View,206.8
3189,266,30,2024-05-22,Checkout,Drop-off,
1878,266,38,2024-11-04,ProductPage,View,516.6
2789,266,50,2024-02-09,Checkout,Drop-off,
2703,267,1,2023-09-20,ProductPage,Click,322.4
3811,267,12,2023-03-21,Checkout,Purchase,361.5
3353,267,29,2024-02-28,ProductPage,View,400.6
420,267,37,2024-05-31,Homepage,View,407.1
32,267,39,2024-06-20,Checkout,Purchase,597.7
3337,267,41,2023-01-24,Checkout,Purchase,289.6
114,268,10,2023-05-01,Checkout,Purchase,26.5
2545,268,26,2023-11-27,Checkout,Drop-off,
1454,268,29,2024-10-08,ProductPage,View,327.4
3112,268,32,2023-08-10,Purchase,Purchase,440.7
3645,268,45,2024-07-01,ProductPage,Click,27.6
1031,268,47,2023-06-12,ProductPage,View,505.1
3469,269,1,2023-09-08,Purchase,Purchase,303.4
1460,269,15,2023-06-29,Homepage,View,40.0
1126,269,21,2024-03-09,Checkout,AddToCart,249.9
2726,269,24,2024-05-22,ProductPage,Click,215.7
3905,269,25,2024-05-01,Homepage,Drop-off,
496,269,29,2023-01-04,ProductPage,View,451.2
2624,269,29,2023-12-12,Purchase,Purchase,181.8
180,269,41,2024-10-16,Checkout,Drop-off,
1891,269,45,2024-01-13,Homepage,Click,424.2
325,270,13,2023-01-06,Checkout,Purchase,306.6
2261,270,17,2024-08-24,Checkout,Drop-off,
3916,270,24,2023-03-16,Checkout,Drop-off,
1973,270,25,2024-12-01,ProductPage,Click,451.4
2334,270,28,2023-04-12,Purchase,Purchase,98.1
2462,270,29,2024-08-08,Homepage,View,133.4
3601,270,32,2023-11-16,Checkout,Drop-off,
2899,270,33,2024-03-03,Purchase,Purchase,209.2
1318,270,34,2023-07-16,ProductPage,Drop-off,
939,270,39,2024-08-25,ProductPage,View,12.1
1153,270,40,2024-06-17,Checkout,Drop-off,
3037,270,46,2023-12-29,Homepage,View,127.9
1242,270,49,2024-11-23,ProductPage,View,257.9
3925,271,9,2024-02-22,Homepage,View,83.2
3748,271,14,2023-07-16,Checkout,AddToCart,438.0
2947,271,15,2024-07-06,Purchase,Purchase,384.8
1169,271,23,2024-03-02,Homepage,Drop-off,
3690,271,27,2023-10-18,Homepage,View,295.9
1134,271,33,2023-11-17,Checkout,Drop-off,
983,272,7,2024-09-25,Checkout,Drop-off,
2662,272,20,2024-02-28,Homepage,Drop-off,
687,272,21,2023-09-26,Homepage,View,503.9
1364,272,24,2023-11-08,Checkout,Drop-off,
1459,272,28,2023-08-23,Purchase,Purchase,357.5
3957,272,38,2023-09-14,ProductPage,View,412.6
2395,272,39,2023-05-24,Checkout,Drop-off,
3326,272,41,2024-04-02,Purchase,Purchase,144.9
2452,273,12,2023-01-20,Checkout,Drop-off,
3024,273,31,2023-12-15,ProductPage,View,461.2
2404,273,34,2024-02-08,ProductPage,View,182.8
2994,273,38,2023-01-20,ProductPage,View,542.4
890,273,40,2023-09-16,Purchase,Purchase,407.1
3863,273,43,2024-08-03,ProductPage,Drop-off,
3721,273,44,2024-06-29,Checkout,Purchase,419.0
2166,273,44,2024-11-26,ProductPage,Drop-off,
1045,273,45,2023-05-08,Purchase,Purchase,500.5
3942,273,46,2024-01-19,Homepage,Click,142.4
2513,273,48,2024-03-07,ProductPage,Drop-off,
2529,274,7,2023-10-16,Homepage,Drop-off,
3048,274,11,2024-08-07,Purchase,Purchase,471.6
202,274,20,2023-08-03,ProductPage,Click,224.5
2889,274,25,2023-06-24,Checkout,Drop-off,
2279,274,25,2023-07-12,Purchase,Purchase,276.4
530,274,26,2023-03-04,Homepage,View,554.3
1911,274,27,2023-05-12,ProductPage,Click,13.0
3838,274,28,2023-02-14,ProductPage,Drop-off,
1387,274,29,2023-01-17,Homepage,View,249.2
1800,274,35,2023-08-23,Homepage,View,49.0
1401,274,37,2023-09-05,Checkout,Purchase,75.4
1272,274,39,2023-02-10,ProductPage,Click,196.0
385,274,42,2023-03-18,Homepage,View,144.5
